date,county,count,latitude,longitude,state
2017.06.02,"Acadia,LA",700,29.77,-90.8,LA
2017.06.02,"Acadia,LA",1936,29.77,-90.8,LA
2017.06.03,"Ada,ID",508,47.35,-115.62,ID
2017.06.04,"Ada,ID",583,47.35,-115.62,ID
2017.06.02,"Ada,ID",585,47.35,-115.62,ID
2017.06.03,"Ada,ID",605,47.35,-115.62,ID
2017.06.03,"Ada,ID",616,47.35,-115.62,ID
2017.06.01,"Ada,ID",633,47.35,-115.62,ID
2017.06.03,"Ada,ID",743,47.35,-115.62,ID
2017.06.04,"Ada,ID",856,47.35,-115.62,ID
2017.06.04,"Ada,ID",886,47.35,-115.62,ID
2017.06.04,"Ada,ID",934,47.35,-115.62,ID
2017.06.03,"Ada,ID",951,47.35,-115.62,ID
2017.06.03,"Ada,ID",1028,47.35,-115.62,ID
2017.06.01,"Ada,ID",1057,47.35,-115.62,ID
2017.06.02,"Ada,ID",1096,47.35,-115.62,ID
2017.06.03,"Ada,ID",1100,47.35,-115.62,ID
2017.06.03,"Ada,ID",8625,47.35,-115.62,ID
2017.06.02,"Adair,MO",744,38.15,-92.98,MO
2017.06.04,"Adams,CO",547,39.83,-104.93,CO
2017.06.03,"Adams,CO",587,39.83,-104.93,CO
2017.06.03,"Adams,CO",640,39.83,-104.93,CO
2017.06.01,"Adams,CO",861,39.83,-104.93,CO
2017.06.03,"Adams,CO",1094,39.83,-104.93,CO
2017.06.02,"Adams,CO",1426,39.83,-104.93,CO
2017.06.03,"Adams,CO",3667,39.83,-104.93,CO
2017.06.02,"Adams,CO",8373,39.83,-104.93,CO
2017.06.04,"Adams,CO",10366,39.83,-104.93,CO
2017.06.02,"Adams,IL",962,39.87,-91.2,IL
2017.06.01,"Adams,MS",594,32.17,-90.57,MS
2017.06.04,"Adams,OH",586,40.15,-81.95,OH
2017.06.03,"Adams,PA",1187,40.93,-79.65,PA
2017.06.01,"Adams,PA",3882,40.93,-79.65,PA
2017.06.01,"Adams,WA",626,47,-118.66,WA
2017.06.02,"Aiken,SC",2386,33.57,-81.72,SC
2017.06.02,"Alachua,FL",512,29.8,-82.5,FL
2017.06.03,"Alachua,FL",527,29.8,-82.5,FL
2017.06.04,"Alachua,FL",545,29.8,-82.5,FL
2017.06.01,"Alachua,FL",559,29.8,-82.5,FL
2017.06.03,"Alachua,FL",633,29.8,-82.5,FL
2017.06.04,"Alachua,FL",636,29.8,-82.5,FL
2017.06.03,"Alachua,FL",662,29.8,-82.5,FL
2017.06.02,"Alachua,FL",738,29.8,-82.5,FL
2017.06.04,"Alachua,FL",740,29.8,-82.5,FL
2017.06.01,"Alachua,FL",818,29.8,-82.5,FL
2017.06.04,"Alachua,FL",965,29.8,-82.5,FL
2017.06.03,"Alachua,FL",985,29.8,-82.5,FL
2017.06.03,"Alachua,FL",994,29.8,-82.5,FL
2017.06.01,"Alachua,FL",1139,29.8,-82.5,FL
2017.06.03,"Alachua,FL",1172,29.8,-82.5,FL
2017.06.03,"Alachua,FL",1342,29.8,-82.5,FL
2017.06.04,"Alachua,FL",1557,29.8,-82.5,FL
2017.06.03,"Alachua,FL",1761,29.8,-82.5,FL
2017.06.03,"Alachua,FL",2188,29.8,-82.5,FL
2017.06.02,"Alachua,FL",2633,29.8,-82.5,FL
2017.06.02,"Alachua,FL",2640,29.8,-82.5,FL
2017.06.03,"Alachua,FL",3056,29.8,-82.5,FL
2017.06.02,"Alamance,NC",841,36.03,-79.48,NC
2017.06.04,"Alamance,NC",921,36.03,-79.48,NC
2017.06.03,"Alamance,NC",1097,36.03,-79.48,NC
2017.06.03,"Alameda,CA",511,35.23,-119,CA
2017.06.03,"Alameda,CA",536,35.23,-119,CA
2017.06.03,"Alameda,CA",561,35.23,-119,CA
2017.06.01,"Alameda,CA",571,35.23,-119,CA
2017.06.01,"Alameda,CA",580,35.23,-119,CA
2017.06.02,"Alameda,CA",586,35.23,-119,CA
2017.06.02,"Alameda,CA",590,35.23,-119,CA
2017.06.01,"Alameda,CA",604,35.23,-119,CA
2017.06.02,"Alameda,CA",616,35.23,-119,CA
2017.06.03,"Alameda,CA",618,35.23,-119,CA
2017.06.01,"Alameda,CA",619,35.23,-119,CA
2017.06.01,"Alameda,CA",630,35.23,-119,CA
2017.06.02,"Alameda,CA",672,35.23,-119,CA
2017.06.04,"Alameda,CA",691,35.23,-119,CA
2017.06.04,"Alameda,CA",727,35.23,-119,CA
2017.06.04,"Alameda,CA",731,35.23,-119,CA
2017.06.02,"Alameda,CA",762,35.23,-119,CA
2017.06.04,"Alameda,CA",829,35.23,-119,CA
2017.06.01,"Alameda,CA",839,35.23,-119,CA
2017.06.01,"Alameda,CA",846,35.23,-119,CA
2017.06.03,"Alameda,CA",871,35.23,-119,CA
2017.06.02,"Alameda,CA",877,35.23,-119,CA
2017.06.02,"Alameda,CA",895,35.23,-119,CA
2017.06.02,"Alameda,CA",969,35.23,-119,CA
2017.06.03,"Alameda,CA",980,35.23,-119,CA
2017.06.04,"Alameda,CA",1013,35.23,-119,CA
2017.06.01,"Alameda,CA",1087,35.23,-119,CA
2017.06.01,"Alameda,CA",1127,35.23,-119,CA
2017.06.02,"Alameda,CA",1139,35.23,-119,CA
2017.06.04,"Alameda,CA",1156,35.23,-119,CA
2017.06.02,"Alameda,CA",1161,35.23,-119,CA
2017.06.02,"Alameda,CA",1236,35.23,-119,CA
2017.06.04,"Alameda,CA",1297,35.23,-119,CA
2017.06.01,"Alameda,CA",1319,35.23,-119,CA
2017.06.02,"Alameda,CA",1354,35.23,-119,CA
2017.06.02,"Alameda,CA",1611,35.23,-119,CA
2017.06.01,"Alameda,CA",1836,35.23,-119,CA
2017.06.01,"Alameda,CA",1907,35.23,-119,CA
2017.06.04,"Alameda,CA",1932,35.23,-119,CA
2017.06.02,"Alameda,CA",2158,35.23,-119,CA
2017.06.04,"Alameda,CA",2235,35.23,-119,CA
2017.06.01,"Alameda,CA",2351,35.23,-119,CA
2017.06.01,"Alameda,CA",2369,35.23,-119,CA
2017.06.01,"Alameda,CA",2525,35.23,-119,CA
2017.06.01,"Alameda,CA",2757,35.23,-119,CA
2017.06.04,"Alameda,CA",2774,35.23,-119,CA
2017.06.03,"Alameda,CA",3024,35.23,-119,CA
2017.06.03,"Alameda,CA",3028,35.23,-119,CA
2017.06.03,"Alameda,CA",3031,35.23,-119,CA
2017.06.03,"Alameda,CA",3275,35.23,-119,CA
2017.06.03,"Alameda,CA",6135,35.23,-119,CA
2017.06.01,"Alameda,CA",6471,35.23,-119,CA
2017.06.02,"Alameda,CA",7519,35.23,-119,CA
2017.06.03,"Alameda,CA",7524,35.23,-119,CA
2017.06.04,"Alameda,CA",9336,35.23,-119,CA
2017.06.02,"Alameda,CA",10341,35.23,-119,CA
2017.06.04,"Alameda,CA",10883,35.23,-119,CA
2017.06.02,"Alameda,CA",16008,35.23,-119,CA
2017.06.04,"Alameda,CA",17933,35.23,-119,CA
2017.06.03,"Alameda,CA",44065,35.23,-119,CA
2017.06.02,"Albany,NY",592,42.65,-73.75,NY
2017.06.03,"Albany,NY",601,42.65,-73.75,NY
2017.06.02,"Albany,NY",656,42.65,-73.75,NY
2017.06.02,"Albany,NY",667,42.65,-73.75,NY
2017.06.01,"Albany,NY",741,42.65,-73.75,NY
2017.06.04,"Albany,NY",839,42.65,-73.75,NY
2017.06.01,"Albany,NY",1039,42.65,-73.75,NY
2017.06.03,"Albany,NY",1054,42.65,-73.75,NY
2017.06.03,"Albany,WY",527,41.18,-106.13,WY
2017.06.04,"Albemarle,VA",553,38,-78.52,VA
2017.06.01,"Albemarle,VA",617,38,-78.52,VA
2017.06.01,"Albemarle,VA",760,38,-78.52,VA
2017.06.01,"Albemarle,VA",840,38,-78.52,VA
2017.06.04,"Albemarle,VA",919,38,-78.52,VA
2017.06.04,"Albemarle,VA",1116,38,-78.52,VA
2017.06.02,"Albemarle,VA",1171,38,-78.52,VA
2017.06.03,"Albemarle,VA",1198,38,-78.52,VA
2017.06.01,"Albemarle,VA",1522,38,-78.52,VA
2017.06.03,"Albemarle,VA",1640,38,-78.52,VA
2017.06.01,"Alcorn,MS",556,31.88,-91.13,MS
2017.06.03,"Alexander,NC",545,35.7,-82.62,NC
2017.06.03,"Alexander,NC",816,35.7,-82.62,NC
2017.06.04,"Alger,MI",578,44.13,-84.12,MI
2017.06.03,"Allegan,MI",953,42.53,-85.85,MI
2017.06.04,"Allegan,MI",3326,42.53,-85.85,MI
2017.06.01,"Allegany,MD",1064,39.65,-78.92,MD
2017.06.02,"Allegany,NY",515,42.08,-78.5,NY
2017.06.03,"Allegany,NY",664,42.08,-78.5,NY
2017.06.04,"Allegany,NY",745,42.08,-78.5,NY
2017.06.02,"Allegany,NY",4508,42.08,-78.5,NY
2017.06.01,"Allegheny,PA",512,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",529,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",530,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",537,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",541,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",544,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",557,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",562,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",569,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",582,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",585,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",588,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",597,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",603,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",619,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",630,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",633,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",638,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",659,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",666,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",674,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",685,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",707,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",731,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",738,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",766,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",845,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",860,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",872,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",874,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",878,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",940,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",945,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",980,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",1040,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",1045,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",1072,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",1099,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",1118,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",1172,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",1183,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",1235,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",1262,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",1565,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",1571,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",1659,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",1691,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",1804,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",1840,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",1879,40.47,-80.02,PA
2017.06.02,"Allegheny,PA",1926,40.47,-80.02,PA
2017.06.01,"Allegheny,PA",1998,40.47,-80.02,PA
2017.06.04,"Allegheny,PA",2173,40.47,-80.02,PA
2017.06.03,"Allegheny,PA",2563,40.47,-80.02,PA
2017.06.02,"Allen,IN",522,39.1,-85.32,IN
2017.06.04,"Allen,IN",637,39.1,-85.32,IN
2017.06.01,"Allen,IN",640,39.1,-85.32,IN
2017.06.01,"Allen,IN",670,39.1,-85.32,IN
2017.06.02,"Allen,IN",813,39.1,-85.32,IN
2017.06.04,"Allen,IN",842,39.1,-85.32,IN
2017.06.01,"Allen,IN",881,39.1,-85.32,IN
2017.06.04,"Allen,IN",997,39.1,-85.32,IN
2017.06.04,"Allen,IN",1170,39.1,-85.32,IN
2017.06.02,"Allen,IN",1201,39.1,-85.32,IN
2017.06.01,"Allen,IN",1273,39.1,-85.32,IN
2017.06.02,"Allen,IN",1377,39.1,-85.32,IN
2017.06.01,"Allen,IN",2036,39.1,-85.32,IN
2017.06.02,"Allen,OH",617,40.25,-83.48,OH
2017.06.03,"Allen,OH",634,40.25,-83.48,OH
2017.06.02,"Allen,OH",699,40.25,-83.48,OH
2017.06.02,"Allen,OH",760,40.25,-83.48,OH
2017.06.04,"Allen,OH",1410,40.25,-83.48,OH
2017.06.02,"Allen,OH",1444,40.25,-83.48,OH
2017.06.04,"Amador,CA",512,38.42,-120.82,CA
2017.06.02,"Amherst,VA",1548,37.58,-79.05,VA
2017.06.04,"Anderson,SC",535,34.5,-82.65,SC
2017.06.01,"Anderson,SC",1031,34.5,-82.65,SC
2017.06.03,"Anderson,TN",583,35,-85.9,TN
2017.06.03,"Anderson,TN",1231,35,-85.9,TN
2017.06.04,"Anderson,TN",3241,35,-85.9,TN
2017.06.03,"Anderson,TX",626,30.48,-95.98,TX
2017.06.02,"Anderson,TX",654,30.48,-95.98,TX
2017.06.03,"Andrew,MO",1040,39.97,-94.83,MO
2017.06.01,"Androscoggin,ME",534,44.2,-70.24,ME
2017.06.04,"Androscoggin,ME",707,44.2,-70.24,ME
2017.06.04,"Androscoggin,ME",1505,44.2,-70.24,ME
2017.06.02,"Angelina,TX",1006,31.28,-94.57,TX
2017.06.01,"Anne Arundel,MD",507,38.97,-76.59,MD
2017.06.04,"Anne Arundel,MD",514,38.97,-76.59,MD
2017.06.02,"Anne Arundel,MD",621,38.97,-76.59,MD
2017.06.04,"Anne Arundel,MD",680,38.97,-76.59,MD
2017.06.03,"Anne Arundel,MD",697,38.97,-76.59,MD
2017.06.03,"Anne Arundel,MD",779,38.97,-76.59,MD
2017.06.03,"Anne Arundel,MD",802,38.97,-76.59,MD
2017.06.03,"Anne Arundel,MD",803,38.97,-76.59,MD
2017.06.03,"Anne Arundel,MD",822,38.97,-76.59,MD
2017.06.01,"Anne Arundel,MD",845,38.97,-76.59,MD
2017.06.04,"Anne Arundel,MD",959,38.97,-76.59,MD
2017.06.02,"Anne Arundel,MD",988,38.97,-76.59,MD
2017.06.02,"Anne Arundel,MD",1214,38.97,-76.59,MD
2017.06.04,"Anne Arundel,MD",1517,38.97,-76.59,MD
2017.06.01,"Anoka,MN",526,45.2,-93.38,MN
2017.06.02,"Anoka,MN",627,45.2,-93.38,MN
2017.06.03,"Anoka,MN",707,45.2,-93.38,MN
2017.06.03,"Anoka,MN",872,45.2,-93.38,MN
2017.06.03,"Anoka,MN",1013,45.2,-93.38,MN
2017.06.03,"Anoka,MN",1361,45.2,-93.38,MN
2017.06.04,"Anoka,MN",1612,45.2,-93.38,MN
2017.06.01,"Anoka,MN",1709,45.2,-93.38,MN
2017.06.03,"Anoka,MN",6154,45.2,-93.38,MN
2017.06.03,"Apache,AZ",501,31.68,-109.13,AZ
2017.06.02,"Apache,AZ",584,31.68,-109.13,AZ
2017.06.03,"Apache,AZ",788,31.68,-109.13,AZ
2017.06.04,"Apache,AZ",1106,31.68,-109.13,AZ
2017.06.04,"Apache,AZ",1437,31.68,-109.13,AZ
2017.06.01,"Apache,AZ",2533,31.68,-109.13,AZ
2017.06.04,"Arapahoe,CO",506,38.85,-102.18,CO
2017.06.01,"Arapahoe,CO",530,38.85,-102.18,CO
2017.06.02,"Arapahoe,CO",579,38.85,-102.18,CO
2017.06.03,"Arapahoe,CO",613,38.85,-102.18,CO
2017.06.03,"Arapahoe,CO",757,38.85,-102.18,CO
2017.06.04,"Arapahoe,CO",816,38.85,-102.18,CO
2017.06.02,"Arapahoe,CO",852,38.85,-102.18,CO
2017.06.04,"Arapahoe,CO",867,38.85,-102.18,CO
2017.06.01,"Arapahoe,CO",932,38.85,-102.18,CO
2017.06.03,"Arapahoe,CO",1030,38.85,-102.18,CO
2017.06.03,"Arapahoe,CO",1978,38.85,-102.18,CO
2017.06.03,"Arapahoe,CO",2058,38.85,-102.18,CO
2017.06.01,"Arapahoe,CO",2340,38.85,-102.18,CO
2017.06.02,"Arapahoe,CO",2396,38.85,-102.18,CO
2017.06.03,"Arapahoe,CO",2628,38.85,-102.18,CO
2017.06.02,"Arapahoe,CO",2769,38.85,-102.18,CO
2017.06.04,"Arapahoe,CO",7735,38.85,-102.18,CO
2017.06.01,"Arapahoe,CO",10755,38.85,-102.18,CO
2017.06.04,"Arapahoe,CO",17201,38.85,-102.18,CO
2017.06.03,"Arapahoe,CO",20677,38.85,-102.18,CO
2017.06.01,"Arenac,MI",580,44,-83.85,MI
2017.06.01,"Arlington,VA",518,37.23,-76,VA
2017.06.02,"Arlington,VA",540,37.23,-76,VA
2017.06.02,"Arlington,VA",559,37.23,-76,VA
2017.06.01,"Arlington,VA",563,37.23,-76,VA
2017.06.03,"Arlington,VA",644,37.23,-76,VA
2017.06.03,"Arlington,VA",658,37.23,-76,VA
2017.06.04,"Arlington,VA",727,37.23,-76,VA
2017.06.02,"Arlington,VA",737,37.23,-76,VA
2017.06.04,"Arlington,VA",967,37.23,-76,VA
2017.06.02,"Arlington,VA",968,37.23,-76,VA
2017.06.03,"Arlington,VA",1020,37.23,-76,VA
2017.06.04,"Arlington,VA",1022,37.23,-76,VA
2017.06.04,"Arlington,VA",1748,37.23,-76,VA
2017.06.01,"Arlington,VA",2642,37.23,-76,VA
2017.06.01,"Arlington,VA",3902,37.23,-76,VA
2017.06.02,"Arlington,VA",3973,37.23,-76,VA
2017.06.01,"Arlington,VA",4121,37.23,-76,VA
2017.06.02,"Arlington,VA",6367,37.23,-76,VA
2017.06.02,"Arlington,VA",35917,37.23,-76,VA
2017.06.04,"Armstrong,PA",689,41.1,-80.05,PA
2017.06.04,"Armstrong,PA",2363,41.1,-80.05,PA
2017.06.02,"Aroostook,ME",590,46.7,-68,ME
2017.06.03,"Aroostook,ME",1309,46.7,-68,ME
2017.06.01,"Aroostook,ME",1643,46.7,-68,ME
2017.06.02,"Ashland,OH",1056,40.87,-82.32,OH
2017.06.01,"Ashtabula,OH",516,41.87,-80.78,OH
2017.06.03,"Ashtabula,OH",880,41.87,-80.78,OH
2017.06.01,"Ashtabula,OH",1769,41.87,-80.78,OH
2017.06.01,"Asotin,WA",964,46.33,-117.05,WA
2017.06.01,"Athens,OH",528,39.33,-82.1,OH
2017.06.03,"Athens,OH",664,39.33,-82.1,OH
2017.06.02,"Athens,OH",2579,39.33,-82.1,OH
2017.06.03,"Atlantic,NJ",506,39.37,-74.42,NJ
2017.06.01,"Atlantic,NJ",532,39.37,-74.42,NJ
2017.06.02,"Atlantic,NJ",549,39.37,-74.42,NJ
2017.06.02,"Atlantic,NJ",932,39.37,-74.42,NJ
2017.06.04,"Atlantic,NJ",953,39.37,-74.42,NJ
2017.06.02,"Atlantic,NJ",966,39.37,-74.42,NJ
2017.06.02,"Atlantic,NJ",1096,39.37,-74.42,NJ
2017.06.01,"Atlantic,NJ",1360,39.37,-74.42,NJ
2017.06.01,"Atlantic,NJ",2423,39.37,-74.42,NJ
2017.06.01,"Audrain,MO",760,39.2,-91.86,MO
2017.06.04,"Auglaize,OH",531,40.52,-84.17,OH
2017.06.02,"Auglaize,OH",543,40.52,-84.17,OH
2017.06.04,"Auglaize,OH",1330,40.52,-84.17,OH
2017.06.04,"Austin,TX",793,30.27,-97.75,TX
2017.06.01,"Baker,FL",802,30.17,-85.68,FL
2017.06.01,"Baldwin,AL",580,34.18,-86.92,AL
2017.06.02,"Baldwin,AL",1082,34.18,-86.92,AL
2017.06.04,"Baldwin,AL",2471,34.18,-86.92,AL
2017.06.03,"Baltimore city,MD",512,39.28,-76.62,MD
2017.06.04,"Baltimore city,MD",527,39.28,-76.62,MD
2017.06.02,"Baltimore city,MD",564,39.28,-76.62,MD
2017.06.02,"Baltimore city,MD",598,39.28,-76.62,MD
2017.06.01,"Baltimore city,MD",698,39.28,-76.62,MD
2017.06.03,"Baltimore city,MD",737,39.28,-76.62,MD
2017.06.03,"Baltimore city,MD",745,39.28,-76.62,MD
2017.06.03,"Baltimore city,MD",748,39.28,-76.62,MD
2017.06.01,"Baltimore city,MD",866,39.28,-76.62,MD
2017.06.02,"Baltimore city,MD",903,39.28,-76.62,MD
2017.06.04,"Baltimore city,MD",1161,39.28,-76.62,MD
2017.06.03,"Baltimore city,MD",1184,39.28,-76.62,MD
2017.06.01,"Baltimore city,MD",1293,39.28,-76.62,MD
2017.06.02,"Baltimore city,MD",1514,39.28,-76.62,MD
2017.06.03,"Baltimore,MD",517,39.28,-76.62,MD
2017.06.02,"Baltimore,MD",614,39.28,-76.62,MD
2017.06.03,"Baltimore,MD",702,39.28,-76.62,MD
2017.06.03,"Baltimore,MD",730,39.28,-76.62,MD
2017.06.03,"Baltimore,MD",741,39.28,-76.62,MD
2017.06.04,"Baltimore,MD",781,39.28,-76.62,MD
2017.06.04,"Baltimore,MD",836,39.28,-76.62,MD
2017.06.02,"Baltimore,MD",984,39.28,-76.62,MD
2017.06.02,"Bannock,ID",586,42.87,-112.72,ID
2017.06.01,"Bannock,ID",977,42.87,-112.72,ID
2017.06.02,"Bannock,ID",1715,42.87,-112.72,ID
2017.06.02,"Barnstable,MA",508,41.7,-70.3,MA
2017.06.01,"Barnstable,MA",525,41.7,-70.3,MA
2017.06.04,"Barnstable,MA",945,41.7,-70.3,MA
2017.06.04,"Barnstable,MA",1216,41.7,-70.3,MA
2017.06.01,"Barnstable,MA",1235,41.7,-70.3,MA
2017.06.01,"Barnstable,MA",1247,41.7,-70.3,MA
2017.06.01,"Barnstable,MA",1464,41.7,-70.3,MA
2017.06.04,"Barren,KY",554,37.05,-86.52,KY
2017.06.01,"Barren,KY",670,37.05,-86.52,KY
2017.06.03,"Barrow,GA",779,34,-83.75,GA
2017.06.03,"Barry,MI",1605,42.47,-85.38,MI
2017.06.01,"Barry,MO",736,39.25,-94.6,MO
2017.06.01,"Barry,MO",1621,39.25,-94.6,MO
2017.06.04,"Bartholomew,IN",672,39.19,-85.89,IN
2017.06.01,"Bartholomew,IN",1061,39.19,-85.89,IN
2017.06.02,"Bartow,GA",535,32.88,-82.47,GA
2017.06.02,"Bartow,GA",607,32.88,-82.47,GA
2017.06.02,"Bartow,GA",928,32.88,-82.47,GA
2017.06.01,"Bartow,GA",1197,32.88,-82.47,GA
2017.06.03,"Bastrop,TX",2726,30.12,-97.32,TX
2017.06.02,"Bay,FL",563,27.2,-82.5,FL
2017.06.03,"Bay,FL",589,27.2,-82.5,FL
2017.06.04,"Bay,FL",594,27.2,-82.5,FL
2017.06.03,"Bay,FL",631,27.2,-82.5,FL
2017.06.01,"Bay,FL",685,27.2,-82.5,FL
2017.06.03,"Bay,FL",1284,27.2,-82.5,FL
2017.06.03,"Bay,FL",2782,27.2,-82.5,FL
2017.06.04,"Bay,MI",554,45.3,-85.05,MI
2017.06.01,"Bay,MI",568,45.3,-85.05,MI
2017.06.03,"Bay,MI",1745,45.3,-85.05,MI
2017.06.02,"Bay,MI",1876,45.3,-85.05,MI
2017.06.01,"Beaufort,NC",1914,34.72,-76.67,NC
2017.06.03,"Beaufort,SC",679,32.43,-80.67,SC
2017.06.01,"Beaufort,SC",722,32.43,-80.67,SC
2017.06.02,"Beaufort,SC",833,32.43,-80.67,SC
2017.06.03,"Beaufort,SC",924,32.43,-80.67,SC
2017.06.02,"Beauregard,LA",873,30.64,-93.36,LA
2017.06.03,"Beauregard,LA",1276,30.64,-93.36,LA
2017.06.02,"Beaver,PA",523,40.7,-80.3,PA
2017.06.02,"Beaver,PA",768,40.7,-80.3,PA
2017.06.04,"Becker,MN",537,45.4,-93.88,MN
2017.06.03,"Becker,MN",550,45.4,-93.88,MN
2017.06.01,"Becker,MN",659,45.4,-93.88,MN
2017.06.01,"Bedford,TN",734,35.47,-86.57,TN
2017.06.03,"Bedford,VA",2085,37.33,-79.52,VA
2017.06.04,"Bell,KY",953,36.53,-88.5,KY
2017.06.03,"Bell,TX",512,32.25,-96.93,TX
2017.06.01,"Bell,TX",530,32.25,-96.93,TX
2017.06.01,"Bell,TX",532,32.25,-96.93,TX
2017.06.01,"Bell,TX",561,32.25,-96.93,TX
2017.06.02,"Bell,TX",572,32.25,-96.93,TX
2017.06.01,"Bell,TX",596,32.25,-96.93,TX
2017.06.02,"Bell,TX",618,32.25,-96.93,TX
2017.06.04,"Bell,TX",621,32.25,-96.93,TX
2017.06.01,"Bell,TX",738,32.25,-96.93,TX
2017.06.04,"Bell,TX",811,32.25,-96.93,TX
2017.06.04,"Bell,TX",881,32.25,-96.93,TX
2017.06.01,"Bell,TX",1000,32.25,-96.93,TX
2017.06.01,"Bell,TX",1056,32.25,-96.93,TX
2017.06.01,"Bell,TX",1067,32.25,-96.93,TX
2017.06.03,"Bell,TX",1101,32.25,-96.93,TX
2017.06.03,"Bell,TX",1681,32.25,-96.93,TX
2017.06.03,"Bell,TX",1697,32.25,-96.93,TX
2017.06.04,"Bell,TX",1729,32.25,-96.93,TX
2017.06.01,"Bell,TX",2153,32.25,-96.93,TX
2017.06.04,"Bell,TX",2859,32.25,-96.93,TX
2017.06.02,"Bell,TX",3394,32.25,-96.93,TX
2017.06.04,"Belmont,OH",552,39.37,-84.55,OH
2017.06.04,"Belmont,OH",931,39.37,-84.55,OH
2017.06.02,"Beltrami,MN",651,47.55,-96.53,MN
2017.06.01,"Beltrami,MN",693,47.55,-96.53,MN
2017.06.02,"Benewah,ID",582,47.23,-116.78,ID
2017.06.02,"Bennington,VT",714,42.88,-73.2,VT
2017.06.02,"Benton,AR",655,34.57,-92.58,AR
2017.06.03,"Benton,AR",1014,34.57,-92.58,AR
2017.06.02,"Benton,AR",1019,34.57,-92.58,AR
2017.06.02,"Benton,AR",3790,34.57,-92.58,AR
2017.06.04,"Benton,IA",1506,40.7,-94.35,IA
2017.06.02,"Benton,MN",2904,44.78,-93.78,MN
2017.06.01,"Benton,MO",513,37.1,-89.57,MO
2017.06.01,"Benton,OR",525,44.5,-123.44,OR
2017.06.02,"Benton,OR",550,44.5,-123.44,OR
2017.06.04,"Benton,OR",651,44.5,-123.44,OR
2017.06.03,"Benton,OR",1437,44.5,-123.44,OR
2017.06.03,"Benton,OR",1650,44.5,-123.44,OR
2017.06.02,"Benton,OR",1877,44.5,-123.44,OR
2017.06.01,"Benton,OR",2748,44.5,-123.44,OR
2017.06.04,"Benton,WA",617,46.27,-119.48,WA
2017.06.04,"Benton,WA",658,46.27,-119.48,WA
2017.06.04,"Benton,WA",713,46.27,-119.48,WA
2017.06.03,"Benton,WA",872,46.27,-119.48,WA
2017.06.02,"Benton,WA",1755,46.27,-119.48,WA
2017.06.02,"Benton,WA",2522,46.27,-119.48,WA
2017.06.01,"Benton,WA",3105,46.27,-119.48,WA
2017.06.01,"Bergen,NJ",516,40.73,-74.07,NJ
2017.06.01,"Bergen,NJ",529,40.73,-74.07,NJ
2017.06.03,"Bergen,NJ",556,40.73,-74.07,NJ
2017.06.02,"Bergen,NJ",563,40.73,-74.07,NJ
2017.06.04,"Bergen,NJ",576,40.73,-74.07,NJ
